timestamp,src_ip,dst_ip,protocol,packet_length,tcp_flags,label
2025-07-27 20:15:30.675170,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.305043,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.542607,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.223468,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.131177,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.071041,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.133671,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.369059,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.915450,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.253506,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.933931,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.017035,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.605099,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.279231,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.522768,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.546028,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.374415,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.190176,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.620038,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.399003,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.224061,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.550628,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.587256,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.737018,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.811591,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.469995,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.737839,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.050660,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.541774,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.049149,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.441146,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:03:58.126853,127.0.0.1,127.0.0.1,UDP,33,,1
2025-07-27 20:15:27.016266,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:04:16.246440,172.20.147.152,172.20.147.152,,88,,1
2025-07-27 20:15:29.813358,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.560303,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.127407,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.356627,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.335134,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.585007,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.734448,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.731060,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.883557,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.083629,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.797946,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.974179,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.325199,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.466482,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.399551,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.406370,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.146949,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.386584,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.698205,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.069365,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.222821,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.622135,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.454837,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.426483,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.647647,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.940880,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.315278,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.681283,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.711760,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.230782,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.886420,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.237464,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.817264,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.427445,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.362847,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.371282,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.970306,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.925612,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.765513,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.698363,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.308009,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.894437,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.712051,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.243564,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.060904,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.453409,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.827145,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.636722,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.139964,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.226389,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.919514,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.403257,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.897865,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.839120,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.988823,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.788405,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.816094,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.656667,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.332792,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.441631,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.807132,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.734906,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.065817,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.708062,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.718281,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.344025,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.196339,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.822943,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.449524,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.998665,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.241481,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.750653,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.752148,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.767279,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.818262,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.966170,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.392109,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.990596,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.127650,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.949223,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:04:15.243398,127.0.0.1,127.0.0.1,UDP,33,,1
2025-07-27 20:15:27.209717,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.035016,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:25.825341,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.093464,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.965839,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.861784,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.097586,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.284568,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.125881,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.445858,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.172934,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.200173,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.948979,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.376122,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.864609,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.633983,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.805105,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.954697,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.167861,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.037068,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.962199,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.932039,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.626199,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.548472,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.514918,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.443809,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.519805,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.559238,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.289684,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.375534,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.046027,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.426481,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.734303,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.324839,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.207305,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.890086,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.424172,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.908240,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.380623,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.679345,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.598890,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.366390,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.654501,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:25.765306,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.438319,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.365426,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.500064,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.767388,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.881698,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.308377,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.706610,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.201582,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.782698,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.345065,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.053381,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.046698,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.080960,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.888032,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.222332,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.545054,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.795355,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.566058,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.481122,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.359593,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:25.747692,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.784288,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.159467,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.738969,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.565489,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.983634,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.614347,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.060904,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.316413,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.109060,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.409522,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.137000,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.814483,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.352353,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.110695,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.727346,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.412427,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.161879,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.245325,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.527448,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.218828,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.962865,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.192805,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.996841,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.940480,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.951517,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.804623,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.569956,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.293028,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.841703,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.408539,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.476219,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.807162,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.711733,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.007948,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.028005,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.960933,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.399778,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.532483,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.337849,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.221572,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.825268,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.668970,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.054591,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.496193,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.940942,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.896528,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.962865,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.310530,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.278738,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.560602,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.428053,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.220706,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.783193,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.500655,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.778122,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.530263,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.965401,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.434789,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.857465,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.914458,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.002842,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.908801,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.694868,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.284960,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.704299,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.762821,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.756991,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.898413,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.796861,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.776844,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.943574,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.832124,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.167908,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.155042,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.046381,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.360542,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:26.514509,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.470959,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.385827,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.199414,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.260183,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.383170,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.333202,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.535521,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.795519,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:30.052520,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.517852,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.426469,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.989792,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:30.481952,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.677311,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:29.488406,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.072196,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.973623,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.701007,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.413241,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.088517,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:27.496337,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.900472,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.459553,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.201416,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.535843,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:04:30.342072,172.20.147.152,172.20.147.152,,88,,1
2025-07-27 20:15:29.042317,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:27.696769,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.719722,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:30.479961,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.059631,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.334920,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.135900,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.284974,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.744058,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.406846,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.426240,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.565400,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:26.143830,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.353333,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.052285,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.326693,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.168018,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.350407,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:28.696828,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.416890,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:27.971690,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:29.370280,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:26.052216,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.542653,172.20.147.152,172.20.147.152,TCP,56,0x0002,-1
2025-07-27 20:15:28.229345,172.20.147.152,172.20.147.152,TCP,44,0x0014,-1
2025-07-27 20:15:28.324795,127.0.0.1,127.0.0.1,UDP,33,,-1
2025-07-27 20:15:29.589675,127.0.0.1,127.0.0.1,UDP,33,,-1
